InvoiceDate,Qnty
2020-01-13,65.0
2020-01-14,38.0
2020-01-15,6.0
2020-01-16,57.0
2020-01-18,340.0
2020-01-20,100.0
2020-01-21,150.0
2020-01-22,72.0
2020-01-23,87.0
2020-01-25,22.0
2020-01-26,16.0
2020-01-27,10.0
2020-01-28,40.0
2020-01-29,15.0
2020-01-30,1.0
2020-02-01,90.0
2020-02-02,125.0
2020-02-03,3.0
2020-02-04,20.0
2020-05-18,20.0
2020-05-28,50.0
2020-05-30,20.0
2020-05-31,181.0
2020-06-01,82.0
2020-06-02,39.0
2020-06-03,82.0
2020-06-04,223.0
2020-06-06,35.0
2020-06-07,79.0
2020-06-08,110.0
2020-06-09,291.0
2020-06-10,41.0
2020-06-11,559.0
2020-06-13,209.0
2020-06-14,50.0
2020-06-15,205.0
2020-06-16,181.0
2020-06-17,295.0
2020-06-18,60.0
2020-06-20,193.0
2020-06-21,5.0
2020-06-22,489.0
2020-06-23,105.0
2020-06-24,146.0
2020-06-25,133.0
2020-06-27,300.0
2020-06-28,106.0
2020-06-29,140.0
2020-06-30,211.0
2020-07-01,44.0
2020-07-02,152.0
2020-07-04,130.0
2020-07-05,113.0
2020-07-06,21.0
2020-07-07,59.0
2020-07-08,91.0
2020-07-09,463.0
2020-07-11,124.0
2020-07-12,52.0
2020-07-13,101.0
2020-07-14,21.0
